Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9027283,Erythropoietin activates STAT5,1,9,5.91E-04,0.886464814,0.886464814,3,3,2.12E-04,9606,Homo sapiens,STAT5B,,R-HSA-9012651;R-HSA-9012650;R-HSA-9012654
R-HSA-140180,COX reactions,1,9,5.91E-04,0.886464814,0.886464814,2,2,1.41E-04,9606,Homo sapiens,PTGS1,,R-HSA-140355;R-HSA-140359
R-HSA-113507,E2F-enabled inhibition of pre-replication complex formation,1,9,5.91E-04,0.886464814,0.886464814,1,1,7.07E-05,9606,Homo sapiens,ORC6,,R-HSA-113638
R-HSA-3656225,Defective CHST6 causes MCDC1,1,9,5.91E-04,0.886464814,0.886464814,1,1,7.07E-05,9606,Homo sapiens,ACAN,,R-HSA-3656269
R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",1,9,5.91E-04,0.886464814,0.886464814,1,1,7.07E-05,9606,Homo sapiens,VCAN,,R-HSA-3636919
R-HSA-5619070,Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),1,9,5.91E-04,0.886464814,0.886464814,1,1,7.07E-05,9606,Homo sapiens,BSG,,R-HSA-5624211
R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,1,9,5.91E-04,0.886464814,0.886464814,1,1,7.07E-05,9606,Homo sapiens,SPRED1,,R-HSA-6802837
R-HSA-3595172,Defective CHST3 causes SEDCJD,1,9,5.91E-04,0.886464814,0.886464814,1,1,7.07E-05,9606,Homo sapiens,VCAN,,R-HSA-3595175
R-HSA-3656243,Defective ST3GAL3 causes MCT12 and EIEE15,1,9,5.91E-04,0.886464814,0.886464814,1,1,7.07E-05,9606,Homo sapiens,ACAN,,R-HSA-3656258
R-HSA-9013425,RHOT1 GTPase cycle,1,9,5.91E-04,0.886464814,0.886464814,1,3,2.12E-04,9606,Homo sapiens,TRAK1,,R-HSA-9018815
R-HSA-6806664,Metabolism of vitamin K,1,9,5.91E-04,0.886464814,0.886464814,1,4,2.83E-04,9606,Homo sapiens,VKORC1L1,,R-HSA-6806647
R-HSA-8874211,CREB3 factors activate genes,1,9,5.91E-04,0.886464814,0.886464814,4,21,0.001483994,9606,Homo sapiens,CREB3L2,,R-HSA-8874198;R-HSA-8874191;R-HSA-8874205;R-HSA-8874187
R-HSA-3781865,Diseases of glycosylation,41,202,0.013254593,0.886920913,0.886920913,37,77,0.005441312,9606,Homo sapiens,GALNT12;POMT2;NOTCH3;SPON1;SLC26A2;NOTCH1;SDC2;SDC3;MPI;ADAMTS12;THBS1;THSD1;ADAMTS10;THSD4;LFNG;ACAN;ADAMTS15;MUC1;ADAMTS14;ADAMTS3;CHSY1;GPC1;ADAMTS17;NEU1;GPC4;MUC4;ADAMTS7;GALNT3;B3GAT3;SRD5A3;C1GALT1;ALG2;MUC3A;HSPG2;EXT1;DPM2;GALE;VCAN;AGRN;MUC20;GALK1,,R-HSA-3636919;R-HSA-4719375;R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-4420365;R-HSA-5615556;R-HSA-3595175;R-HSA-3656230;R-HSA-3560804;R-HSA-6785524;R-HSA-3560802;R-HSA-5096537;R-HSA-5096538;R-HSA-5096532;R-HSA-4717406;R-HSA-3595178;R-HSA-3595176;R-HSA-5615604;R-HSA-5610036;R-HSA-3560789;R-HSA-9035949;R-HSA-9035950;R-HSA-4341669;R-HSA-3781832;R-HSA-9036283;R-HSA-3656261;R-HSA-4719354;R-HSA-9036285;R-HSA-3656258;R-HSA-3656257;R-HSA-6785565;R-HSA-3656269;R-HSA-3656267;R-HSA-4755572;R-HSA-4549368;R-HSA-5610026
R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,4,27,0.001771654,0.890071263,0.890071263,2,2,1.41E-04,9606,Homo sapiens,ACTN2;RASGRF2;CALM1;GRIN2B,,R-HSA-442732;R-HSA-442760
R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,4,27,0.001771654,0.890071263,0.890071263,3,9,6.36E-04,9606,Homo sapiens,FN1;JUNB,,R-HSA-9725345;R-HSA-9701810;R-HSA-9725342
R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,9,53,0.00347769,0.891560371,0.891560371,11,11,7.77E-04,9606,Homo sapiens,GTF2A1;CDK7;CCNH;TSHZ1;TAF9;GTF2H2;GTF2H3;GTF2F2;TAF3,,R-HSA-75873;R-HSA-111264;R-HSA-76576;R-HSA-75861;R-HSA-9613494;R-HSA-75864;R-HSA-75866;R-HSA-75850;R-HSA-9613497;R-HSA-75949;R-HSA-75869
R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),9,53,0.00347769,0.891560371,0.891560371,1,6,4.24E-04,9606,Homo sapiens,PSMB7;PSMD12;PSMC5;PSMA1;RPN2;PSMD14;PSMD3;PSMB8,,R-HSA-1236970
R-HSA-109704,PI3K Cascade,10,58,0.003805774,0.891837051,0.891837051,4,6,4.24E-04,9606,Homo sapiens,FGF9;IRS1;AKT2;FGF18;RPL13A;FGFR4;FGF1;FGFR3;FGF2,,R-HSA-109699;R-HSA-109700;R-HSA-109702;R-HSA-162363
R-HSA-912446,Meiotic recombination,10,58,0.003805774,0.891837051,0.891837051,5,9,6.36E-04,9606,Homo sapiens,PSMC3IP;H2AZ2;H2BC15;RAD51C;H4C14;MSH5;DMC1;RPA1;BRCA1,,R-HSA-912429;R-HSA-912458;R-HSA-912503;R-HSA-912496;R-HSA-1214188
R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,7,43,0.002821522,0.893017633,0.893017633,13,13,9.19E-04,9606,Homo sapiens,SNAPC5;NFIX;CRCP;NFIA;NFIB;POLR3G,,R-HSA-113442;R-HSA-113449;R-HSA-113705;R-HSA-113454;R-HSA-112149;R-HSA-112055;R-HSA-112150;R-HSA-112054;R-HSA-112153;R-HSA-112152;R-HSA-112155;R-HSA-112156;R-HSA-76060
R-HSA-74158,RNA Polymerase III Transcription,7,43,0.002821522,0.893017633,0.893017633,20,25,0.00176666,9606,Homo sapiens,SNAPC5;NFIX;CRCP;NFIA;NFIB;POLR3G,,R-HSA-113442;R-HSA-113446;R-HSA-113705;R-HSA-113449;R-HSA-113451;R-HSA-83791;R-HSA-113454;R-HSA-83793;R-HSA-112149;R-HSA-112055;R-HSA-112150;R-HSA-112054;R-HSA-112153;R-HSA-112152;R-HSA-76056;R-HSA-83803;R-HSA-112155;R-HSA-83805;R-HSA-76060;R-HSA-112156
R-HSA-114604,GPVI-mediated activation cascade,7,43,0.002821522,0.893017633,0.893017633,18,25,0.00176666,9606,Homo sapiens,VAV3;COL1A2;SYK;PDPN;RAC2;FYN;LAT,,R-HSA-139842;R-HSA-114689;R-HSA-442273;R-HSA-430158;R-HSA-114600;R-HSA-437932;R-HSA-434637;R-HSA-442314;R-HSA-434633;R-HSA-429449;R-HSA-5684806;R-HSA-5684836;R-HSA-434836;R-HSA-453200;R-HSA-437936;R-HSA-5684801;R-HSA-437118;R-HSA-453183
R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),7,43,0.002821522,0.893017633,0.893017633,33,61,0.004310649,9606,Homo sapiens,PROCR;F2R;SMYD2;F2;F3;TSKU;SERPINA5,,R-HSA-5606996;R-HSA-140736;R-HSA-158145;R-HSA-140870;R-HSA-5607058;R-HSA-5607004;R-HSA-140872;R-HSA-140748;R-HSA-158419;R-HSA-140823;R-HSA-5578883;R-HSA-5591052;R-HSA-9015379;R-HSA-140696;R-HSA-140825;R-HSA-140761;R-HSA-5603467;R-HSA-140700;R-HSA-158300;R-HSA-158251;R-HSA-140840;R-HSA-140777;R-HSA-140783;R-HSA-141040;R-HSA-9603302;R-HSA-141046;R-HSA-140599;R-HSA-140791;R-HSA-5602080;R-HSA-140664;R-HSA-158137;R-HSA-5591086;R-HSA-158333
R-HSA-6782135,Dual incision in TC-NER,12,68,0.004461942,0.893605376,0.893605376,7,7,4.95E-04,9606,Homo sapiens,POLE4;DDB1;CUL4A;CDK7;CCNH;RFC2;POLD2;UBC;RPA1;GTF2H2;GTF2H3,,R-HSA-6782211;R-HSA-6782131;R-HSA-9684118;R-HSA-6782224;R-HSA-6782141;R-HSA-6782204;R-HSA-6782138
R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,12,68,0.004461942,0.893605376,0.893605376,3,3,2.12E-04,9606,Homo sapiens,PSMB7;PSMD12;PSMC5;PSMA1;ANAPC7;RPN2;PSMD14;UBC;PSMD3;PSMB8,,R-HSA-174144;R-HSA-174202;R-HSA-174121
R-HSA-69190,DNA strand elongation,6,38,0.002493438,0.895289442,0.895289442,14,15,0.001059996,9606,Homo sapiens,GINS1;LIG1;RFC2;POLD2;RPA1;CCNL1,,R-HSA-69152;R-HSA-69063;R-HSA-69127;R-HSA-176942;R-HSA-69068;R-HSA-69074;R-HSA-69173;R-HSA-69140;R-HSA-69142;R-HSA-69144;R-HSA-69053;R-HSA-69116;R-HSA-176956;R-HSA-169468
R-HSA-9675126,Diseases of mitotic cell cycle,6,38,0.002493438,0.895289442,0.895289442,2,5,3.53E-04,9606,Homo sapiens,CDKN1C;CLN3;TFDP1;CDK6;ANAPC7;CCNE1;CDH1,,R-HSA-9687377;R-HSA-9659782
R-HSA-917937,Iron uptake and transport,15,83,0.005446194,0.898004435,0.898004435,16,34,0.002402657,9606,Homo sapiens,TFRC;SLC22A17;TFR2;FTH1;HFE;UBC;HMOX1;ATP6V1E1;STEAP2;HMOX2;FTL,,R-HSA-917839;R-HSA-917807;R-HSA-5691154;R-HSA-917835;R-HSA-917987;R-HSA-5671707;R-HSA-5690886;R-HSA-5691108;R-HSA-189398;R-HSA-1562626;R-HSA-5252133;R-HSA-917814;R-HSA-5691150;R-HSA-5246444;R-HSA-917811;R-HSA-917841
R-HSA-198323,AKT phosphorylates targets in the cytosol,2,16,0.001049869,0.898272125,0.898272125,9,9,6.36E-04,9606,Homo sapiens,AKT2;AKT1,,R-HSA-198611;R-HSA-198371;R-HSA-198609;R-HSA-198599;R-HSA-198613;R-HSA-198347;R-HSA-200143;R-HSA-8948757;R-HSA-198621
R-HSA-69091,Polymerase switching,2,16,0.001049869,0.898272125,0.898272125,4,4,2.83E-04,9606,Homo sapiens,RFC2;POLD2,,R-HSA-69074;R-HSA-69063;R-HSA-69053;R-HSA-69068
R-HSA-69109,Leading Strand Synthesis,2,16,0.001049869,0.898272125,0.898272125,4,4,2.83E-04,9606,Homo sapiens,RFC2;POLD2,,R-HSA-69074;R-HSA-69063;R-HSA-69053;R-HSA-69068
R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation,2,16,0.001049869,0.898272125,0.898272125,5,9,6.36E-04,9606,Homo sapiens,CREBBP;TXN,,R-HSA-9617683;R-HSA-9626928;R-HSA-9626945;R-HSA-9617735;R-HSA-9617758
R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2,2,16,0.001049869,0.898272125,0.898272125,4,8,5.65E-04,9606,Homo sapiens,SHC1;SOS1,,R-HSA-9634418;R-HSA-9634402;R-HSA-9634391;R-HSA-9634390
R-HSA-380615,Serotonin clearance from the synaptic cleft,2,16,0.001049869,0.898272125,0.898272125,2,4,2.83E-04,9606,Homo sapiens,ALDH2;MAOA,,R-HSA-141186;R-HSA-380608
R-HSA-877312,Regulation of IFNG signaling,2,16,0.001049869,0.898272125,0.898272125,2,4,2.83E-04,9606,Homo sapiens,SOCS3;JAK1,,R-HSA-877308;R-HSA-877269
R-HSA-5687613,Diseases associated with surfactant metabolism,2,16,0.001049869,0.898272125,0.898272125,2,7,4.95E-04,9606,Homo sapiens,SLC34A2;ABCA3,,R-HSA-5687585;R-HSA-5688397
R-HSA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",2,16,0.001049869,0.898272125,0.898272125,6,27,0.001907992,9606,Homo sapiens,GAS6;F2,,R-HSA-159826;R-HSA-163810;R-HSA-159843;R-HSA-163843;R-HSA-159728;R-HSA-163809
R-HSA-435354,Zinc transporters,2,16,0.001049869,0.898272125,0.898272125,2,13,9.19E-04,9606,Homo sapiens,SLC39A10;SLC39A8;JAK1,,R-HSA-442387;R-HSA-442345
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,23,121,0.007939633,0.898443097,0.898443097,4,5,3.53E-04,9606,Homo sapiens,NEK9;NUDC;PPP2R5B;PPP2R5C;KNL1;TUBB4A;SKA2;TUBB2B;TUBA1B;DSN1;TUBB2A;CENPI;NUP85;TUBB3;INCENP;PPP2R5E;DLC1;EMB;BUB1;TUBA8;NUP37;VTI1B,,R-HSA-9648114;R-HSA-9648017;R-HSA-156682;R-HSA-9648089
R-HSA-937061,TRIF(TICAM1)-mediated TLR4 signaling ,23,121,0.007939633,0.898443097,0.898443097,41,70,0.004946647,9606,Homo sapiens,FBXW11;RIPK2;USP18;DUSP6;NFKBIA;MAPK11;BCAM;RPS6KA5;IRAK1;IRF3;IRAK2;NKIRAS1;TRAF3;RPS6KA2;NKIRAS2;MAPKAPK2;UBC;IRF7;UBE2N;UBE2V1;ALPK1;MAP2K6,,R-HSA-177671;R-HSA-9750942;R-HSA-5684250;R-HSA-5684248;R-HSA-198669;R-HSA-168915;R-HSA-199895;R-HSA-9761344;R-HSA-5362500;R-HSA-203797;R-HSA-450257;R-HSA-9758604;R-HSA-198746;R-HSA-9630923;R-HSA-450333;R-HSA-2201338;R-HSA-936941;R-HSA-168166;R-HSA-199910;R-HSA-198756;R-HSA-450337;R-HSA-168933;R-HSA-166245;R-HSA-5362486;R-HSA-5684273;R-HSA-450222;R-HSA-450346;R-HSA-199917;R-HSA-450358;R-HSA-936952;R-HSA-9750946;R-HSA-168053;R-HSA-2213017;R-HSA-936951;R-HSA-168184;R-HSA-199935;R-HSA-166271;R-HSA-937075;R-HSA-936947;R-HSA-9773803;R-HSA-450296
R-HSA-166166,MyD88-independent TLR4 cascade ,23,121,0.007939633,0.898443097,0.898443097,41,72,0.00508798,9606,Homo sapiens,FBXW11;RIPK2;USP18;DUSP6;NFKBIA;MAPK11;BCAM;RPS6KA5;IRAK1;IRF3;IRAK2;NKIRAS1;TRAF3;RPS6KA2;NKIRAS2;MAPKAPK2;UBC;IRF7;UBE2N;UBE2V1;ALPK1;MAP2K6,,R-HSA-177671;R-HSA-9750942;R-HSA-5684250;R-HSA-5684248;R-HSA-198669;R-HSA-168915;R-HSA-199895;R-HSA-9761344;R-HSA-5362500;R-HSA-203797;R-HSA-450257;R-HSA-9758604;R-HSA-198746;R-HSA-9630923;R-HSA-450333;R-HSA-2201338;R-HSA-936941;R-HSA-168166;R-HSA-199910;R-HSA-198756;R-HSA-450337;R-HSA-168933;R-HSA-166245;R-HSA-5362486;R-HSA-5684273;R-HSA-450222;R-HSA-450346;R-HSA-199917;R-HSA-450358;R-HSA-936952;R-HSA-9750946;R-HSA-168053;R-HSA-2213017;R-HSA-936951;R-HSA-168184;R-HSA-199935;R-HSA-166271;R-HSA-937075;R-HSA-936947;R-HSA-9773803;R-HSA-450296
R-HSA-2132295,MHC class II antigen presentation,29,149,0.009776903,0.899090252,0.899090252,24,26,0.001837326,9606,Homo sapiens,AP2A1;CTSV;IFI30;CTSS;HLA-DMA;TUBA1B;HLA-DMB;TUBB3;AP1S2;AP2M1;AP1M2;VTI1B;SPTBN2;CAP1;CD74;PPP1R14C;AP1B1;KIF23;TUBB4A;DNM1;TUBB2B;TUBB2A;KIF26A;DLC1;KIF4A;CAPZA1;KIF20A;TUBA8,,R-HSA-2130336;R-HSA-2213248;R-HSA-8951498;R-HSA-8951500;R-HSA-2130500;R-HSA-2130725;R-HSA-2130504;R-HSA-2130378;R-HSA-2130731;R-HSA-2130349;R-HSA-2130478;R-HSA-2130640;R-HSA-2130641;R-HSA-2213235;R-HSA-2130706;R-HSA-2213236;R-HSA-2130486;R-HSA-2213241;R-HSA-2213240;R-HSA-2130393;R-HSA-2213243;R-HSA-2130619;R-HSA-2213244;R-HSA-2213246
R-HSA-1296071,Potassium Channels,20,107,0.007020997,0.899337428,0.899337428,14,20,0.001413328,9606,Homo sapiens,KCNH2;KCNG1;KCNJ5;KCNK6;KCNJ8;KCNK13;P3H3;KCNAB2;GNG12;GNGT2;GNB2;KCNQ3;GNB4;KCNMB4;POC1B;KCNN2;KCNN3;HCN2;KCNK3,,R-HSA-1299318;R-HSA-1296024;R-HSA-1296127;R-HSA-1369017;R-HSA-9726875;R-HSA-1299297;R-HSA-1013020;R-HSA-1296039;R-HSA-1296037;R-HSA-1297444;R-HSA-1296043;R-HSA-1013013;R-HSA-1299304;R-HSA-1013012
R-HSA-174437,Removal of the Flap Intermediate from the C-strand,3,22,0.00144357,0.89977456,0.89977456,4,4,2.83E-04,9606,Homo sapiens,POLD2;RPA1;TERF2IP,,R-HSA-174451;R-HSA-174441;R-HSA-174446;R-HSA-174445
R-HSA-5654219,Phospholipase C-mediated cascade: FGFR1,3,22,0.00144357,0.89977456,0.89977456,3,3,2.12E-04,9606,Homo sapiens,FGF9;FGF1;FGF2,,R-HSA-5654167;R-HSA-5654165;R-HSA-5654149
R-HSA-211916,Vitamins,3,22,0.00144357,0.89977456,0.89977456,4,5,3.53E-04,9606,Homo sapiens,CYP26C1;CYP24A1;CYP2R1,,R-HSA-211923;R-HSA-212007;R-HSA-209845;R-HSA-211950
R-HSA-139853,Elevation of cytosolic Ca2+ levels,3,22,0.00144357,0.89977456,0.89977456,4,5,3.53E-04,9606,Homo sapiens,P2RX5;ITPR2;ORAI1,,R-HSA-434798;R-HSA-434700;R-HSA-139854;R-HSA-139855
R-HSA-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),3,22,0.00144357,0.89977456,0.89977456,3,9,6.36E-04,9606,Homo sapiens,LIG1;POLD2;RPA1,,R-HSA-5358592;R-HSA-5358579;R-HSA-5358619
R-HSA-5358565,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),3,22,0.00144357,0.89977456,0.89977456,3,10,7.07E-04,9606,Homo sapiens,LIG1;POLD2;RPA1,,R-HSA-5358592;R-HSA-5358579;R-HSA-5358599
R-HSA-9018519,Estrogen-dependent gene expression,30,154,0.010104987,0.901654769,0.901654769,55,66,0.004663981,9606,Homo sapiens,H2AZ2;NCOA2;GTF2A1;DDX5;CREBBP;PRMT1;TGFA;CXXC5;GTF2F2;RUNX1;TNRC6C;CDK9;CXCL12;H2BC15;ERBB4;H4C14;CARM1;MYB;AGO2;KPNA2;FKBP4;TNRC6B,,R-HSA-9008267;R-HSA-9011981;R-HSA-8931981;R-HSA-9023884;R-HSA-9011983;R-HSA-9008271;R-HSA-9008270;R-HSA-9009536;R-HSA-9011971;R-HSA-9008258;R-HSA-9011975;R-HSA-9008285;R-HSA-9011985;R-HSA-9011984;R-HSA-9009065;R-HSA-9012000;R-HSA-9008315;R-HSA-8932020;R-HSA-8932021;R-HSA-8932033;R-HSA-8932037;R-HSA-9009371;R-HSA-9012315;R-HSA-9012186;R-HSA-9012319;R-HSA-9018334;R-HSA-8954207;R-HSA-9038161;R-HSA-9018325;R-HSA-8954199;R-HSA-1254386;R-HSA-9012203;R-HSA-9011949;R-HSA-8932076;R-HSA-9011950;R-HSA-8954208;R-HSA-9023840;R-HSA-9009378;R-HSA-1254392;R-HSA-9011941;R-HSA-9038052;R-HSA-9012196;R-HSA-9023846;R-HSA-9011961;R-HSA-9009533;R-HSA-9011966;R-HSA-9012209;R-HSA-9012208;R-HSA-9011952;R-HSA-9023859;R-HSA-9023861;R-HSA-8932084;R-HSA-9023860;R-HSA-9011958;R-HSA-9009526
R-HSA-3371571,HSF1-dependent transactivation,10,59,0.003871391,0.902717307,0.902717307,7,8,5.65E-04,9606,Homo sapiens,RPTOR;CREBBP;TUT7;HSBP1;SERPINH1;HSPB1;HSPA2;FKBP4;CRYAB;TNFRSF21,,R-HSA-3371554;R-HSA-5324617;R-HSA-5082405;R-HSA-5082356;R-HSA-5082369;R-HSA-5082384;R-HSA-3371582
R-HSA-2514856,The phototransduction cascade,10,59,0.003871391,0.902717307,0.902717307,15,27,0.001907992,9606,Homo sapiens,PHYH;FNTB;NMT1;NMT2;PRKCA;PDE6B;CALM1;PRKACA;RGS9;METAP2;CNGB1,,R-HSA-2534087;R-HSA-2530501;R-HSA-74885;R-HSA-74059;R-HSA-3229181;R-HSA-74031;R-HSA-74065;R-HSA-2584246;R-HSA-74448;R-HSA-2514867;R-HSA-74615;R-HSA-2534096;R-HSA-2514865;R-HSA-6786205;R-HSA-2586748
R-HSA-72165,mRNA Splicing - Minor Pathway,9,54,0.003543307,0.902908296,0.902908296,5,5,3.53E-04,9606,Homo sapiens,ZRSR2;SNRPD1;DDX42;SPX;SNRNP48;SNRPF;SNRNP35;GTF2F2,,R-HSA-75079;R-HSA-75081;R-HSA-75080;R-HSA-75083;R-HSA-75082
R-HSA-75153,Apoptotic execution phase,9,54,0.003543307,0.902908296,0.902908296,35,57,0.004027984,9606,Homo sapiens,DSP;SH3GLB2;CDH1;CASP3;PRKCD;CTNNB1;H1-2;STK3;LMNB1,,R-HSA-351877;R-HSA-201603;R-HSA-202947;R-HSA-211651;R-HSA-351876;R-HSA-201611;R-HSA-212552;R-HSA-201608;R-HSA-351947;R-HSA-211219;R-HSA-202960;R-HSA-202967;R-HSA-202966;R-HSA-201622;R-HSA-351901;R-HSA-202969;R-HSA-201631;R-HSA-201630;R-HSA-201629;R-HSA-201628;R-HSA-264871;R-HSA-201639;R-HSA-211239;R-HSA-202917;R-HSA-201636;R-HSA-201640;R-HSA-351913;R-HSA-351849;R-HSA-211247;R-HSA-211186;R-HSA-211190;R-HSA-202939;R-HSA-201595;R-HSA-351871;R-HSA-350651
R-HSA-9007101,Rab regulation of trafficking,25,131,0.008595801,0.903199967,0.903199967,22,35,0.002473323,9606,Homo sapiens,DENND5B;RAB1B;RABGEF1;GGA3;ALS2CL;AKT2;AKT1;TBC1D17;RAB6B;TBC1D10A;RAB4A;DENND2B;TRAPPC10;DENND2A;HPS4;RAB27A;RAB3IL1;TSC1;TRAPPC8;GAPVD1;TBC1D2;RAB31;RAB12;RIN2;RAB9B,,R-HSA-8876615;R-HSA-8854182;R-HSA-8876454;R-HSA-8877475;R-HSA-8854209;R-HSA-8876193;R-HSA-8877760;R-HSA-8854255;R-HSA-8854222;R-HSA-8854604;R-HSA-8933446;R-HSA-8875318;R-HSA-8854293;R-HSA-8877813;R-HSA-8876191;R-HSA-8854303;R-HSA-8877311;R-HSA-8854302;R-HSA-8876190;R-HSA-8854173;R-HSA-8877308;R-HSA-8875320
R-HSA-5674135,MAP2K and MAPK activation,8,49,0.003215223,0.903710597,0.903710597,10,12,8.48E-04,9606,Homo sapiens,APBB1IP;CYTH2;ITGB3;FN1;IL17RD;TLN1;VCL;ACTB,,R-HSA-9657603;R-HSA-5672980;R-HSA-5674373;R-HSA-5672978;R-HSA-9657606;R-HSA-5674366;R-HSA-5672972;R-HSA-5672973;R-HSA-9657608;R-HSA-9657599
R-HSA-9656223,Signaling by RAF1 mutants,8,49,0.003215223,0.903710597,0.903710597,5,7,4.95E-04,9606,Homo sapiens,APBB1IP;CYTH2;ITGB3;FN1;TLN1;CALM1;VCL;ACTB,,R-HSA-9656211;R-HSA-9656209;R-HSA-9656215;R-HSA-9656214;R-HSA-9656212
R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,47,232,0.015223097,0.903861449,0.903861449,76,110,0.007773302,9606,Homo sapiens,PRKAA2;RASGRF2;ADCY3;PRKAG2;AP2A1;PRKX;ADCY7;GNAI1;NCALD;NRGN;GRIP1;TUBA1B;GNGT2;PRKAR2B;ERBB4;TUBB3;RPS6KA2;POC1B;KPNA2;PRKACA;PRKACB;CACNG4;AP2M1;KCNJ5;PRKCB;ACTN2;CASK;PRKCA;P3H3;GNG12;TUBB4A;GRIN2B;TUBB2B;PLCB3;TUBB2A;GNB2;CAMK4;GNB4;APBA1;CAMK1;CALM1;ARHGEF7;PLCB1;TUBA8,,R-HSA-9618834;R-HSA-9609746;R-HSA-9609744;R-HSA-9611030;R-HSA-9619478;R-HSA-421007;R-HSA-9619355;R-HSA-392206;R-HSA-442760;R-HSA-9610653;R-HSA-9619843;R-HSA-9610627;R-HSA-438037;R-HSA-1013020;R-HSA-9619467;R-HSA-1013013;R-HSA-1013012;R-HSA-112282;R-HSA-9609737;R-HSA-9619214;R-HSA-9609743;R-HSA-9609740;R-HSA-9610802;R-HSA-432164;R-HSA-9619376;R-HSA-432162;R-HSA-9619127;R-HSA-8951727;R-HSA-9612085;R-HSA-9619125;R-HSA-170666;R-HSA-111913;R-HSA-9619515;R-HSA-111912;R-HSA-432172;R-HSA-111915;R-HSA-9618750;R-HSA-170671;R-HSA-111919;R-HSA-170674;R-HSA-445367;R-HSA-9029434;R-HSA-111925;R-HSA-111924;R-HSA-9619367;R-HSA-9620004;R-HSA-9610408;R-HSA-9617326;R-HSA-170686;R-HSA-9617583;R-HSA-9618863;R-HSA-9619542;R-HSA-416320;R-HSA-9619803;R-HSA-9619783;R-HSA-451283;R-HSA-442715;R-HSA-416985;R-HSA-442724;R-HSA-442725;R-HSA-451311;R-HSA-9618811;R-HSA-442732;R-HSA-500717;R-HSA-9619449;R-HSA-9610750;R-HSA-9617535;R-HSA-9610879;R-HSA-9618785;R-HSA-9619430;R-HSA-442739;R-HSA-416639;R-HSA-9611368;R-HSA-9614185;R-HSA-442749;R-HSA-444792
R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,13,74,0.004855643,0.904502115,0.904502115,6,6,4.24E-04,9606,Homo sapiens,PSMB7;PSMD12;PSMC5;PSMA1;ANAPC7;RPN2;PSMD14;CDH1;UBC;PSMD3;PSMB8,,R-HSA-174195;R-HSA-9686980;R-HSA-9686969;R-HSA-174088;R-HSA-174105;R-HSA-188191
R-HSA-8948751,Regulation of PTEN stability and activity,13,74,0.004855643,0.904502115,0.904502115,7,13,9.19E-04,9606,Homo sapiens,PSMB7;PSMD12;PSMC5;PSMA1;RPN2;PSMD14;AKT2;UBC;PSMD3;AKT1;PSMB8,,R-HSA-6807206;R-HSA-8851011;R-HSA-8850992;R-HSA-8948832;R-HSA-6807134;R-HSA-8948757;R-HSA-8948775
R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,7,44,0.002887139,0.90533226,0.90533226,4,6,4.24E-04,9606,Homo sapiens,APBB1IP;CYTH2;ITGB3;FN1;TLN1;VCL;ACTB,,R-HSA-6802912;R-HSA-6802911;R-HSA-6802910;R-HSA-6803227
R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,4,28,0.00183727,0.905436327,0.905436327,4,4,2.83E-04,9606,Homo sapiens,SNAPC5;CRCP;POLR3G,,R-HSA-83793;R-HSA-112152;R-HSA-83803;R-HSA-83791
R-HSA-6803529,FGFR2 alternative splicing,4,28,0.00183727,0.905436327,0.905436327,4,4,2.83E-04,9606,Homo sapiens,RBFOX2;ESRP2;ESRP1;GTF2F2,,R-HSA-6803527;R-HSA-6803523;R-HSA-6803838;R-HSA-6803836
R-HSA-71384,Ethanol oxidation,4,28,0.00183727,0.905436327,0.905436327,4,8,5.65E-04,9606,Homo sapiens,ALDH2;ALDH1B1;ALDH1A1;ACSS1,,R-HSA-449911;R-HSA-71723;R-HSA-71691;R-HSA-5696091
